"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=Serpentes"
"Access Time","Fri 2017-02-03 06:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Serpentes"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.128"
"Records Found","2575"
"Records Returned","2575"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1034235","occ","","","20302","Carphophis amoenus","species","53097","","Carphophis amoenus","species","53097","Irvingtonian","","1.8","0.3","41081"
"1034236","occ","","","20302","Coluber constrictor","species","53099","","Coluber constrictor","species","53099","Irvingtonian","","1.8","0.3","41081"
"1034237","occ","","","20302","Opheodrys vernalis","species","67533","species not entered","Opheodrys","genus","67533","Irvingtonian","","1.8","0.3","41081"
"1034238","occ","","","20302","Elaphe vulpina","species","53100","","Elaphe vulpina","species","110879","Irvingtonian","","1.8","0.3","41081"
"1034239","occ","","","20302","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Irvingtonian","","1.8","0.3","41081"
"1034240","occ","","","20302","Crotalus horridus","species","53104","","Crotalus horridus","species","53104","Irvingtonian","","1.8","0.3","41081"
"1034926","occ","","","16411","Dinophis n. sp. grandis","species","231939","recombined as","Palaeophis grandis","species","231939","Lutetian","","47.8","41.3","41177"
"1034927","occ","","","81778","Palaeophis n. sp. halidanus","species","174449","","Palaeophis halidanus","species","174449","Middle Eocene","","48.6","37.2","12634"
"1069130","occ","","","132353","Dinilysia sp.","genus","38085","","Dinilysia","genus","38085","Early Campanian","Middle Campanian","83.5","70.6","42628"
"1071591","occ","","","133002","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Lancian","","70.6","66","42824"
"1078990","occ","","","134945","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Late Oligocene","","28.4","23.03","17426"
"1078993","occ","","","134946","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Early Miocene","","23.03","15.97","17426"
"1078994","occ","","","134947","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Early Miocene","","23.03","15.97","17426"
"1078995","occ","","","134948","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Early Miocene","","23.03","15.97","17426"
"1079024","occ","","","134954","Bavarioboa aff. hermi","species","64882","","Bavarioboa hermi","species","64882","Langhian","","15.97","13.82","43315"
"1079025","occ","","","134954","cf. Bavarioboa sp.","genus","64881","","Bavarioboa","genus","64881","Langhian","","15.97","13.82","43315"
"1079026","occ","","","134954","Python sp.","genus","38114","","Python","genus","38114","Langhian","","15.97","13.82","43315"
"1079027","occ","","","134954","Boidae indet.","family","38086","","Boidae","family","38086","Langhian","","15.97","13.82","43315"
"1079028","occ","","","134954","""Coluber"" cf. caspioides","species","64914","","Coluber caspioides","species","64914","Langhian","","15.97","13.82","43315"
"1079029","occ","","","134954","Coluber hungaricus","species","64915","","Coluber hungaricus","species","250720","Langhian","","15.97","13.82","43315"
"1079030","occ","","","134954","""Coluber"" sp.","genus","38129","","Coluber","genus","38129","Langhian","","15.97","13.82","43315"
"1079031","occ","","","134954","Texasophis cf. meini","species","250515","","Texasophis meini","species","250515","Langhian","","15.97","13.82","43315"
"1079032","occ","","","134954","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Langhian","","15.97","13.82","43315"
"1079033","occ","","","134954","Natrix sp.","genus","38138","","Natrix","genus","38138","Langhian","","15.97","13.82","43315"
"1079034","occ","","","134954","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Langhian","","15.97","13.82","43315"
"1079035","occ","","","134954","Colubridae indet.","family","38127","","Colubridae","family","38127","Langhian","","15.97","13.82","43315"
"1079036","occ","","","134954","Micrurus cf. gallicus","species","250519","","Micrurus gallicus","species","250519","Langhian","","15.97","13.82","43315"
"1079037","occ","","","134954","Elapidae indet.","family","38153","","Elapidae","family","38153","Langhian","","15.97","13.82","43315"
"1079038","occ","","","134954","Vipera informal sp. (“Oriental vipers” group)","genus","38158","obsolete variant of","Vipera","genus","38158","Langhian","","15.97","13.82","43315"
"1079040","occ","","","134954","Vipera informal sp. (“European vipers” group: “Vipera aspis complex”)","genus","38158","obsolete variant of","Vipera","genus","38158","Langhian","","15.97","13.82","43315"
"1079166","occ","","","135038","Python sp.","genus","38114","","Python","genus","38114","Langhian","","15.97","13.82","43315"
"1079167","occ","","","135038","""Coluber"" cf. caspioides","species","64914","","Coluber caspioides","species","64914","Langhian","","15.97","13.82","43315"
"1079168","occ","","","135038","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Langhian","","15.97","13.82","43315"
"1079169","occ","","","135038","Viperinae indet.","subfamily","64912","","Viperinae","subfamily","64912","Langhian","","15.97","13.82","43315"
"1079692","occ","","","88301","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Thanetian","","59.2","56","43330"
"1079693","occ","","","88301","Scolecophidia indet.","infraorder","249034","","Scolecophidia","infraorder","38070","Thanetian","","59.2","56","43330"
"1079694","occ","","","88301","Coniophis sp.","genus","38081","","Coniophis","genus","38081","Thanetian","","59.2","56","43330"
"1079695","occ","","","88301","Boidae indet.","family","38086","","Boidae","family","38086","Thanetian","","59.2","56","43330"
"1079696","occ","","","88301","cf. Dunnophis sp.","genus","38098","","Dunnophis","genus","38098","Thanetian","","59.2","56","43330"
"1079737","occ","","","18275","Geringophis depressus","species","68116","","Geringophis depressus","species","68116","Barstovian","","15.97","13.6","7383"
"1079738","occ","","","18275","Pterygoboa miocenica","species","68119","","Pterygoboa miocenica","species","68119","Barstovian","","15.97","13.6","7383"
"1079739","occ","","","18275","Paleoheterodon tiheni","species","111000","","Paleoheterodon tiheni","species","111000","Barstovian","","15.97","13.6","7383"
"1079740","occ","","","18275","Neonatrix elongata","species","110881","","Neonatrix elongata","species","110881","Barstovian","","15.97","13.6","7383"
"1079741","occ","","","18275","Nebraskophis skinneri","species","111007","","Nebraskophis skinneri","species","111007","Barstovian","","15.97","13.6","7383"
"1079742","occ","","","18275","Salvadora paleolineata","species","110880","","Salvadora paleolineata","species","110880","Barstovian","","15.97","13.6","7383"
"1079743","occ","","","18275","Elaphe nebraskensis","species","111001","","Elaphe nebraskensis","species","111001","Barstovian","","15.97","13.6","7383"
"1079744","occ","","","18275","Micrurus sp.","genus","64904","","Micrurus","genus","64904","Barstovian","","15.97","13.6","7383"
"1079745","occ","","","18275","cf. Crotalinae sp.","genus","53087","","Crotalinae","subfamily","53087","Barstovian","","15.97","13.6","7383"
"1079746","occ","","","18275","cf. Natrix sp.","genus","38138","","Natrix","genus","38138","Barstovian","","15.97","13.6","7383"
"1079747","occ","","","18275","cf. Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Barstovian","","15.97","13.6","7383"
"1079822","occ","","","18665","Boavus ? affinis","species","68101","","Boavus affinis","species","68101","Early Barstovian","","15.97","13.6","43340"
"1079823","occ","","","18665","Neonatrix n. sp. infera","species","178478","","Neonatrix infera","species","178478","Early Barstovian","","15.97","13.6","43340"
"1079824","occ","","","18665","Neonatrix elongata","species","110881","","Neonatrix elongata","species","110881","Early Barstovian","","15.97","13.6","43340"
"1079825","occ","","","18665","Texasophis fossilis","species","83952","","Texasophis fossilis","species","83952","Early Barstovian","","15.97","13.6","43340"
"1081497","occ","","","133216","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Ypresian","","56","47.8","43330"
"1081498","occ","","","133216","Coniophis sp.","genus","38081","","Coniophis","genus","38081","Ypresian","","56","47.8","43330"
"1081582","occ","","","135772","Viperidae indet.","family","38156","","Viperidae","family","38156","Aquitanian","","23.03","20.44","43439"
"1081583","occ","","","135772","Elapidae indet.","family","38153","","Elapidae","family","38153","Aquitanian","","23.03","20.44","43439"
"1081623","occ","","","79200","Boidae indet.","family","38086","","Boidae","family","38086","Early Eocene","","55.8","48.6","43269"
"1081624","occ","","","79200","Dunnophis matronensis","species","319695","","Dunnophis matronensis","species","319695","Early Eocene","","55.8","48.6","43269"
"1081625","occ","","","79200","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Early Eocene","","55.8","48.6","43269"
"1081628","occ","","","75600","Eryx informal sp. 1","species","53235","species not entered","Eryx","genus","53235","Late Miocene","","11.608","5.333","43448"
"1081629","occ","","","75600","Eryx informal sp. 2","species","53235","species not entered","Eryx","genus","53235","Late Miocene","","11.608","5.333","43448"
"1081630","occ","","","75600","Colubrinae informal ""large sized"" indet. 1","species","53080","species not entered","Colubrinae","subfamily","53080","Late Miocene","","11.608","5.333","43448"
"1081631","occ","","","75600","Colubrinae informal ""large sized"" indet. 2","species","53080","species not entered","Colubrinae","subfamily","53080","Late Miocene","","11.608","5.333","43448"
"1081632","occ","","","75600","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Late Miocene","","11.608","5.333","43448"
"1081661","occ","","","135802","Calamagras sp.","genus","38093","","Calamagras","genus","38093","Early Oligocene","","33.9","28.4","43448"
"1081735","occ","","","135812","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","Sarmatian","","12.7","11.608","43465"
"1081736","occ","","","135812","Coronella miocaenica","species","64899","","Coronella miocaenica","species","64899","Sarmatian","","12.7","11.608","43465"
"1081737","occ","","","135812","Hierophis cf. hungaricus","species","249810","species not entered","Hierophis","genus","249810","Sarmatian","","12.7","11.608","43465"
"1081738","occ","","","135812","Natrix cf. rudabanyaensis","species","38138","species not entered","Natrix","genus","38138","Sarmatian","","12.7","11.608","43465"
"1081739","occ","","","135812","Macrovipera sp.","genus","64916","obsolete variant of","Vipera (Macrovipera)","subgenus","64916","Sarmatian","","12.7","11.608","43465"
"1083208","occ","","","74539","cf. Bavarioboa sp.","genus","64881","","Bavarioboa","genus","64881","MN 4","","16.9","15.97","12937"
"1083209","occ","","","74539","Coluber cf. caspioides","species","64914","","Coluber caspioides","species","64914","MN 4","","16.9","15.97","12937"
"1083210","occ","","","74539","Palaeonatrix sp.","genus","38143","","Palaeonatrix","genus","38143","MN 4","","16.9","15.97","12937"
"1083211","occ","","","74539","cf. Neonatrix sp.","genus","38140","","Neonatrix","genus","38140","MN 4","","16.9","15.97","12937"
"1083212","occ","","","74539","Colubridae informal indet. ""A""","family","38127","obsolete variant of","Colubridae","family","38127","MN 4","","16.9","15.97","12937"
"1083213","occ","","","74539","Colubridae informal indet. ""B""","family","38127","obsolete variant of","Colubridae","family","38127","MN 4","","16.9","15.97","12937"
"1083214","occ","","","74539","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","MN 4","","16.9","15.97","12937"
"1083215","occ","","","74539","Vipera sp.","genus","38158","","Vipera","genus","38158","MN 4","","16.9","15.97","12937"
"1083216","occ","","","74539","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","MN 4","","16.9","15.97","12937"
"1083463","occ","","","48446","Crotalinae informal gen. et sp. indet A","subfamily","53087","obsolete variant of","Crotalinae","subfamily","53087","Vallesian","","11.608","8.7","43511"
"1083464","occ","","","48446","Crotalinae informal gen. et sp. indet B","subfamily","53087","obsolete variant of","Crotalinae","subfamily","53087","Vallesian","","11.608","8.7","43511"
"1083475","occ","","","48439","Boinae indet.","subfamily","53184","","Boinae","subfamily","53184","Serravallian","","13.82","11.62","43512"
"1083476","occ","","","48439","""Coluber"" informal sp. A","genus","38129","obsolete variant of","Coluber","genus","38129","Serravallian","","13.82","11.62","43512"
"1083477","occ","","","48439","""Coluber"" informal sp. B","genus","38129","obsolete variant of","Coluber","genus","38129","Serravallian","","13.82","11.62","43512"
"1083478","occ","","","48439","Colubridae indet.","family","38127","","Colubridae","family","38127","Serravallian","","13.82","11.62","43512"
"1083479","occ","","","48439","Vipera sp.","genus","38158","","Vipera","genus","38158","Serravallian","","13.82","11.62","43512"
"1083480","occ","","","48439","Viperidae indet.","family","38156","","Viperidae","family","38156","Serravallian","","13.82","11.62","43512"
"1083489","occ","","","136065","Vipera informal sp. ""oriental vipers complex""","genus","38158","obsolete variant of","Vipera","genus","38158","Early Pliocene","","5.333","3.6","43515"
